(20, 21, 33, 39)
(22, 20, 27, 38)
(22, 20, 34, 37)
(20, 23, 16, 17)
(23, 21, 18, 34)
(23, 21, 22, 36)
(23, 21, 25, 37)
(22, 23, 2, 10)
(22, 23, 9, 17)
(22, 23, 28, 35)
(22, 23, 30, 34)
(22, 23, 38, 35)
(24, 22, 25, 28)
(24, 23, 27, 29)
compatibility table is : 
[(1, 0, 22, 13, 40.607881008493905), (1, 0, 22, 14, 40.607881008493905), (1, 0, 29, 26, 40.607881008493905), (2, 0, 22, 8, 79.02531240052139), (2, 0, 37, 26, 79.02531240052139), (1, 2, 6, 3, 47.41307836451879), (1, 2, 27, 40, 47.41307836451879), (1, 3, 2, 17, 90.69729874698585), (1, 3, 10, 32, 90.69729874698585), (1, 3, 16, 32, 90.69729874698585), (1, 3, 40, 35, 90.69729874698585), (2, 3, 6, 17, 97.41663102366043), (2, 3, 9, 23, 97.41663102366043), (2, 3, 9, 24, 97.41663102366043), (2, 7, 17, 20, 61.91122676865643), (2, 7, 24, 32, 61.91122676865643), (2, 7, 25, 38, 61.91122676865643), (2, 8, 7, 1, 57.77542730261716), (2, 8, 38, 21, 57.77542730261716), (4, 3, 22, 7, 88.60022573334675), (5, 3, 22, 14, 41.012193308819754), (5, 3, 27, 19, 41.012193308819754), (5, 3, 29, 26, 41.012193308819754), (5, 3, 38, 33, 41.012193308819754), (6, 3, 25, 21, 53.823786563191554), (3, 12, 2, 17, 98.48857801796105), (3, 12, 28, 38, 98.48857801796105), (4, 7, 3, 5, 27.586228448267445), (4, 7, 29, 34, 27.586228448267445), (4, 7, 38, 34, 27.586228448267445), (4, 8, 22, 13, 39.824615503479755), (4, 8, 22, 15, 39.824615503479755), (4, 8, 35, 26, 39.824615503479755), (9, 4, 28, 14, 77.3692445355388), (10, 4, 22, 7, 89.55445270895244), (10, 4, 25, 7, 89.55445270895244), (4, 11, 2, 17, 94.847245611035), (4, 11, 16, 32, 94.847245611035), (6, 5, 18, 22, 15.132745950421556), (5, 12, 25, 21, 61.98386886924694), (5, 14, 22, 19, 89.96110270555825), (6, 7, 29, 11, 96.0), (6, 7, 37, 21, 96.0), (7, 8, 3, 1, 55.0), (7, 8, 36, 39, 55.0), (9, 7, 7, 15, 51.54609587543949), (9, 7, 35, 31, 51.54609587543949), (9, 7, 38, 33, 51.54609587543949), (7, 11, 2, 10, 67.26812023536856), (7, 11, 10, 19, 67.26812023536856), (7, 11, 17, 33, 67.26812023536856), (7, 11, 28, 34, 67.26812023536856), (7, 11, 38, 36, 67.26812023536856), (7, 14, 2, 17, 87.96590248499699), (7, 14, 16, 32, 87.96590248499699), (7, 14, 40, 35, 87.96590248499699), (10, 8, 22, 13, 49.73932046178355), (10, 8, 29, 26, 49.73932046178355), (13, 8, 7, 11, 50.08991914547278), (15, 8, 11, 31, 78.92401408950256), (9, 12, 30, 26, 63.52952069707436), (9, 14, 22, 21, 51.62363799656123), (10, 13, 2, 10, 52.354560450833695), (10, 13, 9, 17, 52.354560450833695), (10, 13, 23, 32, 52.354560450833695), (10, 13, 28, 35, 52.354560450833695), (10, 13, 30, 34, 52.354560450833695), (10, 13, 38, 35, 52.354560450833695), (10, 15, 7, 11, 49.72926703662542), (11, 12, 13, 4, 55.00909015790027), (11, 12, 15, 4, 55.00909015790027), (11, 12, 5, 10, 55.00909015790027), (11, 12, 11, 21, 55.00909015790027), (11, 12, 17, 23, 55.00909015790027), (11, 12, 17, 24, 55.00909015790027), (11, 12, 19, 32, 55.00909015790027), (11, 14, 20, 21, 23.08679276123039), (11, 14, 29, 34, 23.08679276123039), (11, 17, 15, 11, 61.29437168288782), (11, 17, 23, 32, 61.29437168288782), (11, 17, 24, 32, 61.29437168288782), (11, 17, 25, 38, 61.29437168288782), (11, 17, 29, 38, 61.29437168288782), (18, 11, 34, 33, 68.94200461257273), (11, 19, 40, 35, 79.07591289387686), (11, 21, 2, 12, 99.20181449953424), (14, 12, 6, 3, 52.392747589718944), (12, 17, 9, 12, 85.56284240252891), (12, 17, 22, 27, 85.56284240252891), (18, 12, 18, 12, 67.62396025078685), (12, 19, 12, 15, 84.52810183601665), (12, 19, 16, 19, 84.52810183601665), (12, 19, 22, 27, 84.52810183601665), (12, 19, 27, 25, 84.52810183601665), (13, 15, 7, 13, 40.22437072223753), (13, 15, 7, 14, 40.22437072223753), (13, 15, 22, 13, 40.22437072223753), (13, 15, 22, 15, 40.22437072223753), (13, 15, 34, 21, 40.22437072223753), (13, 15, 35, 26, 40.22437072223753), (13, 16, 15, 11, 64.81512169239521), (13, 16, 23, 32, 64.81512169239521), (13, 16, 29, 38, 64.81512169239521), (13, 16, 40, 34, 64.81512169239521), (20, 13, 9, 12, 76.40026177965623), (20, 13, 12, 13, 76.40026177965623), (20, 13, 12, 15, 76.40026177965623), (20, 13, 22, 27, 76.40026177965623), (14, 17, 17, 19, 41.10960958218893), (14, 17, 25, 34, 41.10960958218893), (14, 17, 40, 38, 41.10960958218893), (18, 14, 22, 14, 46.06517122512408), (14, 19, 2, 10, 56.089214649520635), (14, 19, 9, 17, 56.089214649520635), (14, 19, 16, 23, 56.089214649520635), (14, 19, 30, 34, 56.089214649520635), (14, 19, 38, 35, 56.089214649520635), (14, 21, 12, 15, 80.62257748298549), (14, 21, 16, 19, 80.62257748298549), (14, 21, 22, 27, 80.62257748298549), (20, 15, 40, 26, 72.83543093852057), (22, 15, 7, 21, 78.77182237323191), (22, 15, 27, 11, 78.77182237323191), (24, 15, 22, 4, 99.04039579888602), (16, 17, 4, 1, 56.22277118748239), (16, 17, 15, 4, 56.22277118748239), (16, 17, 5, 10, 56.22277118748239), (16, 17, 33, 39, 56.22277118748239), (18, 16, 29, 11, 90.27181176868004), (18, 16, 40, 19, 90.27181176868004), (18, 16, 37, 21, 90.27181176868004), (16, 19, 5, 17, 82.71033792700887), (16, 19, 6, 10, 82.71033792700887), (16, 19, 10, 23, 82.71033792700887), (16, 19, 12, 31, 82.71033792700887), (16, 19, 20, 39, 82.71033792700887), (20, 16, 6, 5, 31.144823004794873), (20, 16, 29, 37, 31.144823004794873), (16, 21, 16, 23, 54.48853090330111), (16, 21, 17, 32, 54.48853090330111), (16, 21, 19, 26, 54.48853090330111), (16, 21, 28, 35, 54.48853090330111), (16, 21, 30, 34, 54.48853090330111), (16, 21, 38, 35, 54.48853090330111), (22, 16, 22, 7, 79.64923100695951), (23, 16, 5, 2, 61.66036003787198), (23, 16, 10, 12, 61.66036003787198), (23, 16, 18, 27, 61.66036003787198), (18, 17, 18, 13, 34.058772731852805), (18, 17, 18, 15, 34.058772731852805), (18, 17, 22, 15, 34.058772731852805), (18, 17, 35, 26, 34.058772731852805), (17, 19, 13, 8, 28.844410203711913), (21, 17, 16, 17, 39.824615503479755), (21, 17, 17, 19, 39.824615503479755), (21, 17, 25, 34, 39.824615503479755), (23, 17, 6, 2, 85.7962703152066), (21, 19, 6, 3, 47.01063709417264), (20, 21, 17, 32, 60.440052945046304), (20, 21, 19, 26, 60.440052945046304), (20, 21, 19, 31, 60.440052945046304), (20, 21, 33, 39, 60.440052945046304), (22, 20, 27, 38, 49.09175083453431), (22, 20, 34, 37, 49.09175083453431), (20, 23, 16, 17, 39.84971769034255), (23, 21, 18, 34, 50.566787519082126), (23, 21, 22, 36, 50.566787519082126), (23, 21, 25, 37, 50.566787519082126), (22, 23, 2, 10, 54.12947441089743), (22, 23, 9, 17, 54.12947441089743), (22, 23, 28, 35, 54.12947441089743), (22, 23, 30, 34, 54.12947441089743), (22, 23, 38, 35, 54.12947441089743), (24, 22, 25, 28, 36.359317925395686), (24, 23, 27, 29, 84.38009243891595)]
